"sep=	"
Shimmer_D349_TimestampSync_Unix_CAL	Shimmer_D349_Accel_LN_X_CAL	Shimmer_D349_Accel_LN_Y_CAL	Shimmer_D349_Accel_LN_Z_CAL	Shimmer_D349_GSR_Range_CAL	Shimmer_D349_GSR_Skin_Conductance_CAL	Shimmer_D349_GSR_Skin_Resistance_CAL	Shimmer_D349_Mag_X_CAL	Shimmer_D349_Mag_Y_CAL	Shimmer_D349_Mag_Z_CAL	
ms	m/(s^2)	m/(s^2)	m/(s^2)	no_units	uS	kOhms	local_flux	local_flux	local_flux	
1.6982415370343608E12	5.717391304347826	-0.13043478260869565	10.130434782608695	3.0	0.4189144189144189	2387.1224165341814	0.10494752623688156	-0.15442278860569714	-0.5787106446776612	
1.6982415370538914E12	5.684782608695652	-0.14130434782608695	10.184782608695652	3.0	0.4184704184704185	2389.655172413793	0.10044977511244378	-0.15442278860569714	-0.5787106446776612	
1.6982415370734219E12	5.728260869565217	-0.09782608695652173	10.184782608695652	3.0	0.4184704184704185	2389.655172413793	0.09295352323838081	-0.15892053973013492	-0.5727136431784108	
1.6982415370929526E12	5.728260869565217	-0.11956521739130435	10.184782608695652	3.0	0.4184704184704185	2389.655172413793	0.10344827586206896	-0.14392803598200898	-0.5577211394302848	
1.6982415371124832E12	5.75	-0.10869565217391304	10.195652173913043	3.0	0.4184704184704185	2389.655172413793	0.10644677661169415	-0.15892053973013492	-0.5772113943028485	
1.6982415371320137E12	5.739130434782608	-0.09782608695652173	10.16304347826087	3.0	0.4184704184704185	2389.655172413793	0.0944527736131934	-0.14842578710644677	-0.5697151424287856	
1.6982415371515442E12	5.782608695652174	-0.09782608695652173	10.141304347826086	3.0	0.4184704184704185	2389.655172413793	0.10344827586206896	-0.14692653673163417	-0.5802098950524738	
1.698241537171075E12	5.728260869565217	-0.10869565217391304	10.141304347826086	3.0	0.4189144189144189	2387.1224165341814	0.09895052473763118	-0.14992503748125938	-0.5802098950524738	
1.6982415371906055E12	5.771739130434782	-0.13043478260869565	10.141304347826086	3.0	0.4189144189144189	2387.1224165341814	0.10944527736131934	-0.14992503748125938	-0.5772113943028485	
1.698241537210136E12	5.695652173913043	-0.11956521739130435	10.119565217391305	3.0	0.4189144189144189	2387.1224165341814	0.10194902548725637	-0.15592203898050974	-0.5757121439280359	
