"sep=	"
Shimmer__TimestampSync_Unix_CAL	Shimmer__Accel_LN_X_CAL	Shimmer__Accel_LN_Y_CAL	Shimmer__Accel_LN_Z_CAL	Shimmer__GSR_Range_CAL	Shimmer__GSR_Skin_Conductance_CAL	Shimmer__GSR_Skin_Resistance_CAL	Shimmer__Gyro_X_CAL	Shimmer__Gyro_Y_CAL	Shimmer__Gyro_Z_CAL	Shimmer__Mag_X_CAL	Shimmer__Mag_Y_CAL	Shimmer__Mag_Z_CAL	Shimmer__PPG_A13_CAL	Shimmer__PPG_IBI_CAL	Shimmer__PPGtoHR_CAL	
ms	m/(s^2)	m/(s^2)	m/(s^2)	no_units	uS	kOhms	deg/s	deg/s	deg/s	local_flux	local_flux	local_flux	mV	ms	BPM	
1.6981535739889429E12	4.380434782608695	1.6304347826086956	10.92391304347826	3.0	0.34432234432234426	2904.2553191489365	-0.2927003816793893	0.3014074427480916	-0.16495706106870228	0.17841079460269865	-0.24587706146926536	-0.6131934032983508	1379.4871794871794	-1.0	-1.0	
1.6981535739967551E12	4.369565217391305	1.6195652173913042	10.902173913043478	3.0	0.3438783438783439	2908.005164622337	-0.7027671755725191	0.5331583969465649	-0.18022423664122136	0.17841079460269865	-0.24587706146926536	-0.6131934032983508	1381.6849816849815	-1.0	-1.0	
1.6981535740045671E12	4.326086956521739	1.6304347826086956	10.91304347826087	3.0	0.3438783438783439	2908.005164622337	-0.38895515267175573	0.7786259541984732	-0.34720896946564883	0.17541229385307347	-0.2338830584707646	-0.6056971514242878	1386.080586080586	-1.0	-1.0	
1.6981535740123792E12	4.369565217391305	1.608695652173913	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	-0.4447757633587786	0.7297232824427481	-0.6826097328244275	0.17841079460269865	-0.24137931034482757	-0.6206896551724138	1384.6153846153845	-1.0	-1.0	
1.6981535740201912E12	4.358695652173913	1.608695652173913	10.934782608695652	3.0	0.34432234432234426	2904.2553191489365	-0.7619274809160305	0.8463740458015266	-0.2949666030534351	0.1679160419790105	-0.24287856071964017	-0.6056971514242878	1386.080586080586	-1.0	-1.0	
1.6981535740280032E12	4.358695652173913	1.608695652173913	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	-0.570729961832061	0.9614742366412213	-0.3529341603053435	0.17841079460269865	-0.24737631184407796	-0.5997001499250375	1389.0109890109889	-1.0	-1.0	
1.6981535740358152E12	4.33695652173913	1.5978260869565217	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	-0.3654580152671756	0.8016459923664122	-0.22519083969465647	0.17841079460269865	-0.24737631184407796	-0.5997001499250375	1390.4761904761904	-1.0	-1.0	
1.6981535740436274E12	4.326086956521739	1.5869565217391304	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	-0.6056774809160305	0.9303435114503816	-0.3438692748091603	0.17991004497751123	-0.239880059970015	-0.6116941529235382	1393.4065934065934	-1.0	-1.0	
1.6981535740514395E12	4.326086956521739	1.5652173913043477	10.891304347826086	3.0	0.3438783438783439	2908.005164622337	-0.2319895038167939	0.6603053435114503	-0.20026240458015265	0.17841079460269865	-0.2383808095952024	-0.6071964017991004	1393.4065934065934	-1.0	-1.0	
1.6981535740592515E12	4.293478260869565	1.5869565217391304	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	-0.3342080152671756	0.22614503816793893	0.14014790076335878	0.17541229385307347	-0.23238380809595202	-0.5982008995502248	1394.8717948717947	-1.0	-1.0	
1.6981535740670635E12	4.326086956521739	1.5978260869565217	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	-0.573831106870229	0.5270753816793893	-0.16436068702290077	0.15142428785607195	-0.24737631184407796	-0.5997001499250375	1397.8021978021977	-1.0	-1.0	
1.6981535740748755E12	4.315217391304348	1.608695652173913	10.934782608695652	3.0	0.3434343434343434	2911.764705882353	-0.18630725190839695	0.4774570610687023	0.2823234732824427	0.15142428785607195	-0.24737631184407796	-0.5997001499250375	1398.5347985347985	-1.0	-1.0	
1.6981535740826877E12	4.271739130434782	1.6195652173913042	10.945652173913043	3.0	0.3434343434343434	2911.764705882353	-0.059279580152671756	0.44429866412213737	0.06882156488549618	0.17391304347826086	-0.24287856071964017	-0.6116941529235382	1404.3956043956043	-1.0	-1.0	
1.6981535740904998E12	4.293478260869565	1.6195652173913042	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	-0.2254293893129771	0.40935114503816794	-0.05104961832061068	0.17541229385307347	-0.24287856071964017	-0.6101949025487257	1407.3260073260071	-1.0	-1.0	
1.6981535740983118E12	4.304347826086956	1.6195652173913042	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	-0.17724236641221372	0.23723759541984732	0.1815362595419847	0.17241379310344826	-0.25337331334332835	-0.6056971514242878	1410.2564102564102	-1.0	-1.0	
1.6981535741061238E12	4.304347826086956	1.6195652173913042	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	-0.4174618320610687	0.42032442748091603	0.29150763358778625	0.17241379310344826	-0.22638680659670163	-0.6041979010494752	1412.4542124542124	-1.0	-1.0	
1.6981535741139358E12	4.304347826086956	1.5978260869565217	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	-0.2924618320610687	0.38573473282442744	0.04735209923664122	0.17241379310344826	-0.22638680659670163	-0.6041979010494752	1413.9194139194137	-1.0	-1.0	
1.6981535741217478E12	4.3478260869565215	1.6195652173913042	10.902173913043478	3.0	0.3438783438783439	2908.005164622337	-0.42724236641221375	0.33611641221374045	0.1252385496183206	0.17091454272863568	-0.2578710644677661	-0.6056971514242878	1415.3846153846152	-1.0	-1.0	
1.69815357412956E12	4.326086956521739	1.6195652173913042	10.956521739130434	3.0	0.34432234432234426	2904.2553191489365	-0.3462547709923664	0.10102576335877862	-0.03995706106870229	0.17541229385307347	-0.239880059970015	-0.6026986506746627	1413.9194139194137	-1.0	-1.0	
1.698153574137372E12	4.326086956521739	1.608695652173913	10.945652173913043	3.0	0.3434343434343434	2911.764705882353	-0.40124045801526714	0.14336832061068702	0.3280057251908397	0.17391304347826086	-0.2383808095952024	-0.608695652173913	1410.2564102564102	-1.0	-1.0	
1.698153574145184E12	4.315217391304348	1.5869565217391304	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	-0.21254770992366412	0.12201812977099236	0.03924141221374046	0.16941529235382308	-0.2383808095952024	-0.6071964017991004	1409.5238095238094	-1.0	-1.0	
1.698153574152996E12	4.326086956521739	1.608695652173913	10.934782608695652	3.0	0.3434343434343434	2911.764705882353	0.00536736641221374	0.22483301526717556	-0.03458969465648855	0.16941529235382308	-0.2383808095952024	-0.6071964017991004	1407.3260073260071	-1.0	-1.0	
1.698153574160808E12	4.326086956521739	1.576086956521739	10.956521739130434	3.0	0.34432234432234426	2904.2553191489365	-0.26979961832061067	0.20646469465648853	0.012881679389312976	0.17391304347826086	-0.25487256371814093	-0.5997001499250375	1408.058608058608	-1.0	-1.0	
1.69815357416862E12	4.293478260869565	1.5978260869565217	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	-0.512881679389313	0.03959923664122137	0.013835877862595419	0.16941529235382308	-0.22638680659670163	-0.5937031484257871	1405.128205128205	-1.0	-1.0	
1.6981535741764324E12	4.315217391304348	1.576086956521739	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	-0.17402194656488548	0.44072041984732824	-0.3665314885496183	0.17091454272863568	-0.24737631184407796	-0.6026986506746627	1402.197802197802	-1.0	-1.0	
1.6981535741842444E12	4.304347826086956	1.608695652173913	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	-0.29508587786259544	0.36343034351145037	-0.08826335877862596	0.18140929535232383	-0.25037481259370314	-0.6041979010494752	1398.5347985347985	-1.0	-1.0	
1.6981535741920564E12	4.326086956521739	1.6195652173913042	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	-0.33850190839694655	0.3641459923664122	-0.19680343511450382	0.18140929535232383	-0.25037481259370314	-0.6041979010494752	1394.8717948717947	-1.0	-1.0	
1.6981535741998684E12	4.304347826086956	1.6195652173913042	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	-0.3641459923664122	0.2567986641221374	-0.14658874045801526	0.16941529235382308	-0.24587706146926536	-0.5952023988005997	1392.6739926739926	-1.0	-1.0	
1.6981535742076804E12	4.293478260869565	1.608695652173913	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	-0.4076812977099237	0.5170562977099237	0.03542461832061069	0.17391304347826086	-0.24887556221889054	-0.5907046476761619	1389.7435897435896	-1.0	-1.0	
1.6981535742154927E12	4.326086956521739	1.576086956521739	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	-0.18857347328244273	0.2717080152671756	0.05116889312977099	0.17691154422788605	-0.25337331334332835	-0.5877061469265367	1387.5457875457876	-1.0	-1.0	
1.6981535742233047E12	4.3478260869565215	1.6195652173913042	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	-0.17032442748091603	0.2254293893129771	-0.1920324427480916	0.15892053973013492	-0.24137931034482757	-0.6026986506746627	1386.8131868131868	-1.0	-1.0	
1.6981535742311167E12	4.326086956521739	1.5869565217391304	10.91304347826087	3.0	0.3434343434343434	2911.764705882353	-0.0739503816793893	0.03995706106870229	0.14479961832061067	0.15892053973013492	-0.24137931034482757	-0.6026986506746627	1383.8827838827838	-1.0	-1.0	
1.6981535742389287E12	4.293478260869565	1.5869565217391304	10.91304347826087	3.0	0.3438783438783439	2908.005164622337	-0.010376908396946565	0.006321564885496183	-0.22375954198473283	0.1679160419790105	-0.24437781109445278	-0.6116941529235382	1387.5457875457876	-1.0	-1.0	
1.6981535742467407E12	4.315217391304348	1.6195652173913042	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	-0.1901240458015267	-0.13311068702290077	-0.3907442748091603	0.17391304347826086	-0.2368815592203898	-0.6071964017991004	1388.278388278388	-1.0	-1.0	
1.6981535742545527E12	4.304347826086956	1.5869565217391304	10.934782608695652	3.0	0.34432234432234426	2904.2553191489365	-0.11104484732824427	-0.21147423664122136	0.10174141221374046	0.1664167916041979	-0.24287856071964017	-0.6131934032983508	1390.4761904761904	-1.0	-1.0	
1.698153574262365E12	4.326086956521739	1.5978260869565217	10.92391304347826	3.0	0.3434343434343434	2911.764705882353	-0.16829675572519084	-0.21493320610687022	-0.23330152671755724	0.17391304347826086	-0.24287856071964017	-0.5982008995502248	1393.4065934065934	-1.0	-1.0	
1.698153574270177E12	4.315217391304348	1.608695652173913	10.902173913043478	3.0	0.3438783438783439	2908.005164622337	-0.025763358778625952	-0.1273854961832061	-0.06214217557251908	0.17391304347826086	-0.24287856071964017	-0.5982008995502248	1397.8021978021977	-1.0	-1.0	
1.698153574277989E12	4.326086956521739	1.576086956521739	10.91304347826087	3.0	0.3438783438783439	2908.005164622337	0.10138358778625954	-0.1629293893129771	-0.198831106870229	0.1649175412293853	-0.2593703148425787	-0.6026986506746627	1402.9304029304028	-1.0	-1.0	
1.698153574285801E12	4.33695652173913	1.5978260869565217	10.91304347826087	3.0	0.3434343434343434	2911.764705882353	-0.261331106870229	0.214456106870229	-0.026956106870229007	0.17991004497751123	-0.2383808095952024	-0.5967016491754122	1403.6630036630036	-1.0	-1.0	
1.698153574293613E12	4.358695652173913	1.5869565217391304	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	-0.10197996183206107	0.1473043893129771	-0.14861641221374045	0.17541229385307347	-0.2338830584707646	-0.5982008995502248	1404.3956043956043	-1.0	-1.0	
1.698153574301425E12	4.3478260869565215	1.5978260869565217	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	-0.1607824427480916	0.14098282442748092	-0.03912213740458015	0.1664167916041979	-0.2368815592203898	-0.6116941529235382	1405.8608058608058	-1.0	-1.0	
1.6981535743092373E12	4.380434782608695	1.608695652173913	10.91304347826087	3.0	0.3438783438783439	2908.005164622337	-0.2791030534351145	0.25811068702290074	-0.1296517175572519	0.1664167916041979	-0.2368815592203898	-0.6116941529235382	1405.8608058608058	-1.0	-1.0	
1.6981535743170493E12	4.358695652173913	1.608695652173913	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	-0.02743320610687023	0.3905057251908397	-0.3105916030534351	0.17541229385307347	-0.24887556221889054	-0.5997001499250375	1408.058608058608	-1.0	-1.0	
1.6981535743248613E12	4.33695652173913	1.5978260869565217	10.902173913043478	3.0	0.3438783438783439	2908.005164622337	-0.09875954198473282	0.36975190839694655	-0.23079675572519084	0.17391304347826086	-0.24137931034482757	-0.5952023988005997	1405.8608058608058	-1.0	-1.0	
1.6981535743326733E12	4.304347826086956	1.608695652173913	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	-0.0961354961832061	0.22519083969465647	-0.016459923664122137	0.17391304347826086	-0.2383808095952024	-0.6011994002998501	1404.3956043956043	-1.0	-1.0	
1.6981535743404854E12	4.315217391304348	1.576086956521739	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	-0.10675095419847327	-0.05379293893129771	0.09279580152671756	0.17691154422788605	-0.24587706146926536	-0.5982008995502248	1402.9304029304028	-1.0	-1.0	
1.6981535743482976E12	4.293478260869565	1.5869565217391304	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	0.27958015267175573	-0.10376908396946564	-0.2569179389312977	0.17691154422788605	-0.24587706146926536	-0.5982008995502248	1402.197802197802	-1.0	-1.0	
1.6981535743561096E12	4.293478260869565	1.5978260869565217	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	0.11688931297709923	-0.09291507633587785	0.035663167938931296	0.17541229385307347	-0.23238380809595202	-0.5997001499250375	1400.7326007326005	-1.0	-1.0	
1.6981535743639216E12	4.293478260869565	1.5978260869565217	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	-0.017294847328244274	0.11688931297709923	-0.223043893129771	0.17391304347826086	-0.24737631184407796	-0.5982008995502248	1397.8021978021977	-1.0	-1.0	
1.6981535743717336E12	4.304347826086956	1.576086956521739	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	0.04604007633587786	-0.040553435114503815	-0.17318702290076335	0.1679160419790105	-0.24287856071964017	-0.6131934032983508	1397.069597069597	-1.0	-1.0	
1.6981535743795457E12	4.326086956521739	1.5869565217391304	10.945652173913043	3.0	0.3434343434343434	2911.764705882353	0.15505725190839695	-0.377743320610687	0.029341603053435115	0.16041979010494753	-0.24737631184407796	-0.5997001499250375	1397.069597069597	-1.0	-1.0	
1.6981535743873577E12	4.33695652173913	1.576086956521739	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	0.17259064885496184	-0.26645992366412213	0.1834446564885496	0.16041979010494753	-0.24737631184407796	-0.5997001499250375	1398.5347985347985	-1.0	-1.0	
1.69815357439517E12	4.315217391304348	1.5543478260869565	10.902173913043478	3.0	0.3438783438783439	2908.005164622337	0.19024332061068702	-0.3416030534351145	0.12201812977099236	0.16941529235382308	-0.23238380809595202	-0.6026986506746627	1400.7326007326005	-1.0	-1.0	
1.698153574402982E12	4.315217391304348	1.5869565217391304	10.902173913043478	3.0	0.3438783438783439	2908.005164622337	-0.0065601145038167935	0.02791030534351145	-0.07955629770992366	0.17541229385307347	-0.23238380809595202	-0.6026986506746627	1400.0	-1.0	-1.0	
1.698153574410794E12	4.315217391304348	1.576086956521739	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	-0.017771946564885496	0.16412213740458015	-0.05021469465648855	0.17541229385307347	-0.2368815592203898	-0.6101949025487257	1400.0	-1.0	-1.0	
1.698153574418606E12	4.33695652173913	1.5869565217391304	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	0.21505248091603052	0.19095896946564886	-0.14110209923664122	0.17841079460269865	-0.23088455772113942	-0.6011994002998501	1398.5347985347985	-1.0	-1.0	
1.698153574426418E12	4.315217391304348	1.5869565217391304	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	0.10985209923664122	-0.18070133587786258	-0.10985209923664122	0.17841079460269865	-0.23088455772113942	-0.6011994002998501	1399.2673992673992	-1.0	-1.0	
1.69815357443423E12	4.304347826086956	1.608695652173913	10.91304347826087	3.0	0.34432234432234426	2904.2553191489365	-0.05784828244274809	0.04615935114503816	-0.018010496183206107	0.1829085457271364	-0.25337331334332835	-0.6041979010494752	1400.7326007326005	-1.0	-1.0	
1.6981535744420422E12	4.33695652173913	1.576086956521739	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	0.2973520992366412	-0.15780057251908397	-0.07907919847328244	0.17091454272863568	-0.2518740629685157	-0.6041979010494752	1399.2673992673992	-1.0	-1.0	
1.6981535744498542E12	4.293478260869565	1.5869565217391304	10.956521739130434	3.0	0.3438783438783439	2908.005164622337	-0.00846851145038168	-0.5877862595419847	0.04305820610687023	0.17541229385307347	-0.22938530734632684	-0.6101949025487257	1396.3369963369962	-1.0	-1.0	
1.6981535744576663E12	4.282608695652174	1.5869565217391304	10.91304347826087	3.0	0.34432234432234426	2904.2553191489365	0.009064885496183206	-0.35901717557251905	-0.12380725190839695	0.17991004497751123	-0.2608695652173913	-0.608695652173913	1394.8717948717947	-1.0	-1.0	
1.6981535744654783E12	4.304347826086956	1.576086956521739	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	0.4700620229007633	-0.4964217557251908	-0.1538645038167939	0.17991004497751123	-0.2608695652173913	-0.608695652173913	1391.2087912087911	-1.0	-1.0	
1.6981535744732903E12	4.304347826086956	1.576086956521739	10.934782608695652	3.0	0.3438783438783439	2908.005164622337	0.31452767175572516	-0.3738072519083969	0.10615458015267175	0.17091454272863568	-0.24587706146926536	-0.5997001499250375	1388.278388278388	-1.0	-1.0	
1.6981535744811025E12	4.293478260869565	1.576086956521739	10.92391304347826	3.0	0.3434343434343434	2911.764705882353	0.4363072519083969	-0.32717080152671757	-0.18630725190839695	0.17541229385307347	-0.2353823088455772	-0.5922038980509745	1382.4175824175823	-1.0	-1.0	
1.6981535744889146E12	4.33695652173913	1.576086956521739	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	0.3424379770992366	-0.24666030534351144	0.16662690839694655	0.17091454272863568	-0.24287856071964017	-0.6071964017991004	1377.2893772893772	-1.0	-1.0	
1.6981535744967266E12	4.326086956521739	1.576086956521739	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	0.23509064885496184	-0.0759780534351145	0.25524809160305345	0.17841079460269865	-0.24887556221889054	-0.6071964017991004	1372.8937728937728	-1.0	-1.0	
1.6981535745045386E12	4.315217391304348	1.5978260869565217	10.956521739130434	3.0	0.3438783438783439	2908.005164622337	0.4639790076335878	-0.04162690839694656	-0.09864026717557252	0.17841079460269865	-0.24887556221889054	-0.6071964017991004	1372.161172161172	-1.0	-1.0	
1.6981535745123506E12	4.304347826086956	1.5869565217391304	10.945652173913043	3.0	0.3434343434343434	2911.764705882353	0.6595896946564885	0.06739026717557252	-0.11319179389312976	0.16941529235382308	-0.22338830584707645	-0.5982008995502248	1371.4285714285713	-1.0	-1.0	
1.6981535745201626E12	4.293478260869565	1.5869565217391304	10.902173913043478	3.0	0.3438783438783439	2908.005164622337	0.2751669847328244	-0.14646946564885496	-0.019561068702290074	0.17991004497751123	-0.2623688155922039	-0.6101949025487257	1372.161172161172	-1.0	-1.0	
1.6981535745279749E12	4.293478260869565	1.5869565217391304	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	0.30462786259541985	-0.34577767175572516	0.1631679389312977	0.1619190404797601	-0.24437781109445278	-0.6071964017991004	1374.3589743589744	-1.0	-1.0	
1.6981535745357869E12	4.304347826086956	1.576086956521739	10.967391304347826	3.0	0.3434343434343434	2911.764705882353	0.22876908396946563	-0.45395992366412213	0.42115935114503816	0.1634182908545727	-0.24287856071964017	-0.5952023988005997	1380.2197802197802	-1.0	-1.0	
1.6981535745435989E12	4.304347826086956	1.576086956521739	10.934782608695652	3.0	0.3434343434343434	2911.764705882353	0.6269083969465649	-0.6855916030534351	0.40326812977099236	0.1634182908545727	-0.24287856071964017	-0.5952023988005997	1385.3479853479853	-1.0	-1.0	
1.698153574551411E12	4.315217391304348	1.5978260869565217	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	0.5770515267175572	-0.4583730916030534	0.30963740458015265	0.17541229385307347	-0.24587706146926536	-0.6041979010494752	1392.6739926739926	-1.0	-1.0	
1.698153574559223E12	4.326086956521739	1.608695652173913	10.92391304347826	3.0	0.3438783438783439	2908.005164622337	0.5590410305343512	-0.27814885496183206	0.6450381679389313	0.17991004497751123	-0.24287856071964017	-0.6071964017991004	1397.069597069597	-1.0	-1.0	
1.698153574567035E12	4.33695652173913	1.6195652173913042	10.902173913043478	3.0	0.3438783438783439	2908.005164622337	0.32884064885496184	-0.25298187022900764	0.549618320610687	0.17391304347826086	-0.2353823088455772	-0.5982008995502248	1402.197802197802	-1.0	-1.0	
1.6981535745748472E12	4.358695652173913	1.5978260869565217	10.91304347826087	3.0	0.3438783438783439	2908.005164622337	0.49713740458015265	0.01634064885496183	0.469942748091603	0.1829085457271364	-0.25487256371814093	-0.5937031484257871	1405.128205128205	-1.0	-1.0	
1.6981535745826592E12	4.3478260869565215	1.6195652173913042	10.91304347826087	3.0	0.3438783438783439	2908.005164622337	0.29663645038167935	-0.003101145038167939	0.20634541984732824	0.1829085457271364	-0.25487256371814093	-0.5937031484257871	1408.058608058608	-1.0	-1.0	
1.6981535745904712E12	4.358695652173913	1.608695652173913	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	0.3536498091603053	0.17974713740458015	0.3859732824427481	0.18440779610194902	-0.24137931034482757	-0.6116941529235382	1414.6520146520145	-1.0	-1.0	
1.6981535745982832E12	4.326086956521739	1.6195652173913042	10.91304347826087	3.0	0.34432234432234426	2904.2553191489365	0.5657204198473282	-0.09685114503816794	0.3080868320610687	0.1649175412293853	-0.2353823088455772	-0.6056971514242878	1419.047619047619	-1.0	-1.0	
1.6981535746060952E12	4.33695652173913	1.5869565217391304	10.945652173913043	3.0	0.3438783438783439	2908.005164622337	0.7746898854961832	-0.41662690839694655	0.19823473282442747	0.17991004497751123	-0.239880059970015	-0.6026986506746627	1421.9780219780218	-1.0	-1.0	
1.6981535746139075E12	4.326086956521739	1.5652173913043477	10.92391304347826	3.0	0.34432234432234426	2904.2553191489365	0.5109732824427481	-0.6414599236641221	0.20896946564885496	0.17991004497751123	-0.239880059970015	-0.6026986506746627	1427.106227106227	-1.0	-1.0	
1.6981535746217195E12	4.326086956521739	1.5652173913043477	10.891304347826086	3.0	0.3438783438783439	2908.005164622337	0.6594704198473282	-0.7546517175572519	0.22053912213740456	0.17241379310344826	-0.24437781109445278	-0.6056971514242878	1433.6996336996335	-1.0	-1.0	
1.6981535746295315E12	4.33695652173913	1.5869565217391304	10.891304347826086	3.0	0.3434343434343434	2911.764705882353	0.7911498091603053	-1.1909589694656488	0.11199904580152671	0.17691154422788605	-0.24587706146926536	-0.6026986506746627	1435.8974358974358	-1.0	-1.0	
1.6981535746373435E12	4.33695652173913	1.576086956521739	10.902173913043478	3.0	0.3438783438783439	2908.005164622337	0.6029341603053435	-1.239861641221374	0.046278625954198474	0.18140929535232383	-0.24437781109445278	-0.6056971514242878	1438.095238095238	-1.0	-1.0	
1.6981535746451555E12	4.358695652173913	1.5652173913043477	10.880434782608695	3.0	0.3438783438783439	2908.005164622337	0.6272662213740458	-0.8157204198473282	0.18368320610687022	0.17541229385307347	-0.24437781109445278	-0.5982008995502248	1440.2930402930401	-1.0	-1.0	
1.6981535746529675E12	4.391304347826087	1.5978260869565217	10.91304347826087	3.0	0.3434343434343434	2911.764705882353	0.634780534351145	-0.2278148854961832	0.2572757633587786	0.17541229385307347	-0.24437781109445278	-0.5982008995502248	1441.7582417582416	-1.0	-1.0	
1.6981535746607798E12	4.380434782608695	1.608695652173913	10.945652173913043	3.0	0.3434343434343434	2911.764705882353	0.751192748091603	-0.11808206106870228	0.4206822519083969	0.17991004497751123	-0.25487256371814093	-0.5922038980509745	1443.956043956044	-1.0	-1.0	
1.6981535746685918E12	4.380434782608695	1.5978260869565217	10.934782608695652	3.0	0.3434343434343434	2911.764705882353	0.5756202290076335	-0.009541984732824428	-0.10293416030534351	0.17841079460269865	-0.24737631184407796	-0.5982008995502248	1443.956043956044	-1.0	-1.0	
