"sep=	"
Shimmer_D349_TimestampSync_Unix_CAL	Shimmer_D349_Accel_LN_X_CAL	Shimmer_D349_Accel_LN_Y_CAL	Shimmer_D349_Accel_LN_Z_CAL	Shimmer_D349_GSR_Range_CAL	Shimmer_D349_GSR_Skin_Conductance_CAL	Shimmer_D349_GSR_Skin_Resistance_CAL	Shimmer_D349_Mag_X_CAL	Shimmer_D349_Mag_Y_CAL	Shimmer_D349_Mag_Z_CAL	
ms	m/(s^2)	m/(s^2)	m/(s^2)	no_units	uS	kOhms	local_flux	local_flux	local_flux	
1.6982411143750183E12	4.815217391304348	0.9456521739130435	10.717391304347826	3.0	0.42601842601842593	2347.3163105784265	0.16941529235382308	-0.15142428785607195	-0.5742128935532234	
1.6982411143945488E12	4.826086956521739	0.8804347826086957	10.75	3.0	0.42601842601842593	2347.3163105784265	0.15892053973013492	-0.17091454272863568	-0.5877061469265367	
1.698241114414079E12	4.815217391304348	0.9130434782608695	10.706521739130434	3.0	0.42601842601842593	2347.3163105784265	0.1649175412293853	-0.16041979010494753	-0.5817091454272864	
1.6982411144336096E12	4.793478260869565	0.9021739130434783	10.706521739130434	3.0	0.42601842601842593	2347.3163105784265	0.16041979010494753	-0.16041979010494753	-0.5862068965517241	
1.69824111445314E12	4.782608695652174	0.9347826086956521	10.706521739130434	3.0	0.42646242646242644	2344.8724622592404	0.1649175412293853	-0.16941529235382308	-0.5787106446776612	
1.6982411144726702E12	4.83695652173913	0.9130434782608695	10.728260869565217	3.0	0.42601842601842593	2347.3163105784265	0.1619190404797601	-0.1634182908545727	-0.5832083958020989	
1.6982411144922007E12	4.858695652173913	0.9130434782608695	10.76086956521739	3.0	0.42601842601842593	2347.3163105784265	0.1664167916041979	-0.17091454272863568	-0.5802098950524738	
1.698241114511731E12	4.826086956521739	0.9130434782608695	10.706521739130434	3.0	0.42646242646242644	2344.8724622592404	0.15742128935532235	-0.15742128935532235	-0.5877061469265367	
1.6982411145312615E12	4.782608695652174	0.9021739130434783	10.66304347826087	3.0	0.42601842601842593	2347.3163105784265	0.1664167916041979	-0.15592203898050974	-0.5862068965517241	
1.6982411145507917E12	4.858695652173913	0.8913043478260869	10.717391304347826	3.0	0.42601842601842593	2347.3163105784265	0.16041979010494753	-0.1649175412293853	-0.5862068965517241	
1.6982411145703223E12	4.858695652173913	0.8695652173913043	10.75	3.0	0.42601842601842593	2347.3163105784265	0.17391304347826086	-0.1679160419790105	-0.5742128935532234	
1.6982411145898525E12	4.815217391304348	0.8804347826086957	10.739130434782608	3.0	0.42601842601842593	2347.3163105784265	0.1634182908545727	-0.1634182908545727	-0.5847076461769115	
1.698241114609383E12	4.804347826086956	0.9021739130434783	10.684782608695652	3.0	0.42601842601842593	2347.3163105784265	0.1634182908545727	-0.16041979010494753	-0.5937031484257871	
1.6982411146289133E12	4.8478260869565215	0.9021739130434783	10.728260869565217	3.0	0.42557442557442554	2349.7652582159626	0.1664167916041979	-0.1649175412293853	-0.5802098950524738	
1.6982411146484438E12	4.75	0.9239130434782609	10.728260869565217	3.0	0.42601842601842593	2347.3163105784265	0.1649175412293853	-0.15742128935532235	-0.5802098950524738	
1.698241114667974E12	4.826086956521739	0.8913043478260869	10.728260869565217	3.0	0.42601842601842593	2347.3163105784265	0.15892053973013492	-0.1649175412293853	-0.5832083958020989	
1.6982411146875046E12	4.815217391304348	0.9021739130434783	10.717391304347826	3.0	0.42557442557442554	2349.7652582159626	0.16041979010494753	-0.15142428785607195	-0.5802098950524738	
1.698241114707035E12	4.826086956521739	0.8913043478260869	10.706521739130434	3.0	0.42557442557442554	2349.7652582159626	0.1619190404797601	-0.15892053973013492	-0.5772113943028485	
1.6982411147265652E12	4.83695652173913	0.9130434782608695	10.717391304347826	3.0	0.42557442557442554	2349.7652582159626	0.16941529235382308	-0.17091454272863568	-0.5847076461769115	
1.6982411147460957E12	4.815217391304348	0.9021739130434783	10.717391304347826	3.0	0.42601842601842593	2347.3163105784265	0.15742128935532235	-0.1634182908545727	-0.5862068965517241	
1.698241114765626E12	4.826086956521739	0.9239130434782609	10.67391304347826	3.0	0.42601842601842593	2347.3163105784265	0.15742128935532235	-0.14992503748125938	-0.5832083958020989	
1.6982411147851565E12	4.804347826086956	0.858695652173913	10.717391304347826	3.0	0.42557442557442554	2349.7652582159626	0.15892053973013492	-0.14992503748125938	-0.5802098950524738	
1.6982411148046868E12	4.83695652173913	0.9130434782608695	10.717391304347826	3.0	0.42557442557442554	2349.7652582159626	0.15742128935532235	-0.1664167916041979	-0.5772113943028485	
1.6982411148242173E12	4.83695652173913	0.8804347826086957	10.739130434782608	3.0	0.42601842601842593	2347.3163105784265	0.1634182908545727	-0.15742128935532235	-0.5862068965517241	
1.6982411148437476E12	4.75	0.9130434782608695	10.684782608695652	3.0	0.42557442557442554	2349.7652582159626	0.1664167916041979	-0.15592203898050974	-0.5757121439280359	
1.698241114863278E12	4.793478260869565	0.8695652173913043	10.684782608695652	3.0	0.42557442557442554	2349.7652582159626	0.16041979010494753	-0.17541229385307347	-0.5832083958020989	
1.6982411148828083E12	4.83695652173913	0.9021739130434783	10.728260869565217	3.0	0.42557442557442554	2349.7652582159626	0.1634182908545727	-0.15592203898050974	-0.5817091454272864	
1.6982411149023389E12	4.83695652173913	0.8804347826086957	10.728260869565217	3.0	0.42557442557442554	2349.7652582159626	0.15742128935532235	-0.15592203898050974	-0.5847076461769115	
1.6982411149218691E12	4.880434782608695	0.8695652173913043	10.75	3.0	0.42557442557442554	2349.7652582159626	0.15592203898050974	-0.17091454272863568	-0.5832083958020989	
1.6982411149413997E12	4.891304347826087	0.9021739130434783	10.739130434782608	3.0	0.42557442557442554	2349.7652582159626	0.1649175412293853	-0.15742128935532235	-0.5772113943028485	
